id,list_of_equipment_id,equipment_value,created_at,updated_at
428,2,1.49,2021-07-15 15:27:55,2021-07-15 15:27:55
429,1,13.39,2021-07-15 15:28:33,2021-07-15 15:28:33
430,3,1,2021-07-15 15:30:17,2021-07-15 15:30:17
431,6,1,2021-07-15 15:30:24,2021-07-15 15:30:24
432,3,2,2021-07-15 15:30:40,2021-07-15 15:30:40
433,1,13.08,2021-07-15 15:31:58,2021-07-15 15:31:58
434,4,1,2021-07-15 15:32:40,2021-07-15 15:32:40
435,4,0,2021-07-15 15:39:40,2021-07-15 15:39:40
436,2,0.55,2021-07-15 15:40:47,2021-07-15 15:40:47
437,5,1,2021-07-15 15:44:41,2021-07-15 15:44:41
438,6,1,2021-07-15 15:47:56,2021-07-15 15:47:56
439,1,4.85,2021-07-15 15:48:30,2021-07-15 15:48:30
440,1,2.48,2021-07-15 15:48:45,2021-07-15 15:48:45
441,3,2,2021-07-15 15:50:44,2021-07-15 15:50:44
442,5,1,2021-07-15 15:52:49,2021-07-15 15:52:49
443,2,0.92,2021-07-15 15:54:00,2021-07-15 15:54:00
444,1,1.65,2021-07-15 15:57:37,2021-07-15 15:57:37
445,2,0.71,2021-07-15 16:00:27,2021-07-15 16:00:27
446,2,0.82,2021-07-15 16:01:13,2021-07-15 16:01:13
447,3,2,2021-07-15 16:01:19,2021-07-15 16:01:19
448,5,1,2021-07-15 16:01:19,2021-07-15 16:01:19
449,2,0.72,2021-07-15 16:03:29,2021-07-15 16:03:29
450,6,0,2021-07-15 16:04:40,2021-07-15 16:04:40
451,5,1,2021-07-15 16:05:24,2021-07-15 16:05:24
452,6,1,2021-07-15 16:07:22,2021-07-15 16:07:22
453,6,0,2021-07-15 16:11:09,2021-07-15 16:11:09
454,4,1,2021-07-15 16:11:44,2021-07-15 16:11:44
455,3,0,2021-07-15 16:12:19,2021-07-15 16:12:19
456,2,1.04,2021-07-15 16:13:26,2021-07-15 16:13:26
457,3,2,2021-07-15 16:15:47,2021-07-15 16:15:47
458,1,11.07,2021-07-15 16:17:03,2021-07-15 16:17:03
459,1,5.51,2021-07-15 16:20:11,2021-07-15 16:20:11
460,6,1,2021-07-15 16:25:00,2021-07-15 16:25:00
461,6,1,2021-07-15 16:25:44,2021-07-15 16:25:44
462,1,5.91,2021-07-15 16:27:14,2021-07-15 16:27:14
463,1,5.46,2021-07-15 16:29:10,2021-07-15 16:29:10
464,1,5.48,2021-07-15 16:29:19,2021-07-15 16:29:19
465,2,1,2021-07-15 16:31:47,2021-07-15 16:31:47
466,3,0,2021-07-15 16:32:39,2021-07-15 16:32:39
467,3,1,2021-07-15 16:32:57,2021-07-15 16:32:57
468,2,0.77,2021-07-15 16:35:21,2021-07-15 16:35:21
469,2,0.97,2021-07-15 16:36:56,2021-07-15 16:36:56
470,2,0.8,2021-07-15 16:40:55,2021-07-15 16:40:55
471,6,1,2021-07-15 16:41:42,2021-07-15 16:41:42
472,1,5.88,2021-07-15 16:41:56,2021-07-15 16:41:56
473,6,1,2021-07-15 16:45:31,2021-07-15 16:45:31
474,5,1,2021-07-15 16:48:25,2021-07-15 16:48:25
475,3,1,2021-07-15 16:51:19,2021-07-15 16:51:19
476,5,1,2021-07-15 16:52:16,2021-07-15 16:52:16
477,2,1.27,2021-07-15 16:53:05,2021-07-15 16:53:05
478,3,2,2021-07-15 16:54:06,2021-07-15 16:54:06
479,5,1,2021-07-15 16:54:46,2021-07-15 16:54:46
480,5,1,2021-07-15 16:56:43,2021-07-15 16:56:43
481,4,0,2021-07-15 16:56:50,2021-07-15 16:56:50
482,3,2,2021-07-15 17:00:23,2021-07-15 17:00:23
483,1,5.09,2021-07-15 17:08:20,2021-07-15 17:08:20
484,2,0.97,2021-07-15 17:12:11,2021-07-15 17:12:11
485,3,0,2021-07-15 17:13:39,2021-07-15 17:13:39
486,3,0,2021-07-15 17:13:55,2021-07-15 17:13:55
487,3,0,2021-07-15 17:17:05,2021-07-15 17:17:05
488,6,1,2021-07-15 17:17:25,2021-07-15 17:17:25
489,5,1,2021-07-15 17:20:18,2021-07-15 17:20:18
490,6,1,2021-07-15 17:23:14,2021-07-15 17:23:14
491,4,1,2021-07-15 17:24:38,2021-07-15 17:24:38
492,3,1,2021-07-15 17:25:31,2021-07-15 17:25:31
493,5,0,2021-07-15 17:27:31,2021-07-15 17:27:31
494,6,1,2021-07-15 17:29:36,2021-07-15 17:29:36
495,3,0,2021-07-15 17:29:44,2021-07-15 17:29:44
496,4,1,2021-07-15 17:29:57,2021-07-15 17:29:57
497,1,5.59,2021-07-15 17:33:47,2021-07-15 17:33:47
498,5,1,2021-07-15 17:35:56,2021-07-15 17:35:56
499,1,6.50,2021-07-15 17:43:48,2021-07-15 17:43:48
500,6,0,2021-07-15 17:43:49,2021-07-15 17:43:49
501,6,1,2021-07-15 17:44:11,2021-07-15 17:44:11
502,6,1,2021-07-15 17:48:34,2021-07-15 17:48:34
503,1,13.19,2021-07-15 17:49:19,2021-07-15 17:49:19
504,6,1,2021-07-15 17:50:02,2021-07-15 17:50:02
505,2,1.03,2021-07-15 17:51:59,2021-07-15 17:51:59
506,1,1.50,2021-07-15 17:52:19,2021-07-15 17:52:19
507,2,0.77,2021-07-15 17:52:30,2021-07-15 17:52:30
508,3,2,2021-07-15 17:55:26,2021-07-15 17:55:26
509,5,0,2021-07-15 18:00:51,2021-07-15 18:00:51
510,4,1,2021-07-15 18:02:30,2021-07-15 18:02:30
511,1,1.27,2021-07-15 18:05:26,2021-07-15 18:05:26
512,6,0,2021-07-15 18:07:13,2021-07-15 18:07:13
513,3,0,2021-07-15 18:07:45,2021-07-15 18:07:45
514,2,1.03,2021-07-15 18:10:22,2021-07-15 18:10:22
515,4,1,2021-07-15 18:13:16,2021-07-15 18:13:16
516,2,0.9,2021-07-15 18:13:28,2021-07-15 18:13:28
517,5,0,2021-07-15 18:13:43,2021-07-15 18:13:43
518,4,0,2021-07-15 18:13:46,2021-07-15 18:13:46
519,5,0,2021-07-15 18:15:08,2021-07-15 18:15:08
520,3,1,2021-07-15 18:16:10,2021-07-15 18:16:10
521,4,0,2021-07-15 18:17:53,2021-07-15 18:17:53
522,5,1,2021-07-15 18:21:43,2021-07-15 18:21:43
523,2,1.82,2021-07-15 18:22:08,2021-07-15 18:22:08
524,2,0.79,2021-07-15 18:22:41,2021-07-15 18:22:41
525,6,0,2021-07-15 18:23:32,2021-07-15 18:23:32
526,4,0,2021-07-15 18:26:03,2021-07-15 18:26:03
527,3,2,2021-07-15 18:27:02,2021-07-15 18:27:02
528,1,4.37,2021-07-15 18:27:17,2021-07-15 18:27:17
529,3,1,2021-07-15 18:27:34,2021-07-15 18:27:34
530,5,1,2021-07-15 18:28:59,2021-07-15 18:28:59
531,4,1,2021-07-15 18:34:11,2021-07-15 18:34:11
532,2,0.91,2021-07-15 18:40:26,2021-07-15 18:40:26
533,6,0,2021-07-15 18:40:33,2021-07-15 18:40:33
534,1,6.35,2021-07-15 18:40:46,2021-07-15 18:40:46
535,6,0,2021-07-15 18:40:55,2021-07-15 18:40:55
536,3,1,2021-07-15 18:41:24,2021-07-15 18:41:24
537,1,5.78,2021-07-15 18:45:07,2021-07-15 18:45:07
538,3,0,2021-07-15 18:46:45,2021-07-15 18:46:45
539,3,2,2021-07-15 18:48:05,2021-07-15 18:48:05
540,3,2,2021-07-15 18:49:15,2021-07-15 18:49:15
541,2,0.84,2021-07-15 18:52:29,2021-07-15 18:52:29
542,2,0.97,2021-07-15 18:53:27,2021-07-15 18:53:27
543,2,1.18,2021-07-15 18:54:33,2021-07-15 18:54:33
544,5,1,2021-07-15 18:59:00,2021-07-15 18:59:00
545,6,1,2021-07-15 19:00:32,2021-07-15 19:00:32
546,3,1,2021-07-15 19:06:49,2021-07-15 19:06:49
547,2,0.53,2021-07-15 19:10:15,2021-07-15 19:10:15
548,5,1,2021-07-15 19:14:35,2021-07-15 19:14:35
549,5,1,2021-07-15 19:14:46,2021-07-15 19:14:46
550,4,1,2021-07-15 19:16:29,2021-07-15 19:16:29
551,1,6.41,2021-07-15 19:18:10,2021-07-15 19:18:10
552,1,1.71,2021-07-15 19:18:55,2021-07-15 19:18:55
553,3,0,2021-07-15 19:22:39,2021-07-15 19:22:39
554,3,1,2021-07-15 19:29:08,2021-07-15 19:29:08
555,2,1.16,2021-07-15 19:33:46,2021-07-15 19:33:46
556,4,0,2021-07-15 19:36:39,2021-07-15 19:36:39
557,5,1,2021-07-15 19:39:05,2021-07-15 19:39:05
558,4,0,2021-07-15 19:39:44,2021-07-15 19:39:44
559,2,0.96,2021-07-15 19:40:56,2021-07-15 19:40:56
560,4,0,2021-07-15 19:41:21,2021-07-15 19:41:21
561,1,10.45,2021-07-15 19:42:08,2021-07-15 19:42:08
562,4,1,2021-07-15 19:53:50,2021-07-15 19:53:50
563,2,0.8,2021-07-15 19:55:09,2021-07-15 19:55:09
564,1,5.41,2021-07-15 20:07:18,2021-07-15 20:07:18
565,3,0,2021-07-15 20:08:52,2021-07-15 20:08:52
566,6,1,2021-07-15 20:09:56,2021-07-15 20:09:56
567,1,11.29,2021-07-15 20:10:56,2021-07-15 20:10:56
568,1,5.74,2021-07-15 20:10:57,2021-07-15 20:10:57
569,3,2,2021-07-15 20:16:46,2021-07-15 20:16:46
570,3,1,2021-07-15 20:16:59,2021-07-15 20:16:59
571,4,1,2021-07-15 20:17:47,2021-07-15 20:17:47
572,6,0,2021-07-15 20:18:14,2021-07-15 20:18:14
573,3,0,2021-07-15 20:19:26,2021-07-15 20:19:26
574,5,1,2021-07-15 20:19:39,2021-07-15 20:19:39
575,1,2.24,2021-07-15 20:20:11,2021-07-15 20:20:11
576,3,0,2021-07-15 20:21:08,2021-07-15 20:21:08
577,4,1,2021-07-15 20:21:36,2021-07-15 20:21:36
578,5,1,2021-07-15 20:21:38,2021-07-15 20:21:38
579,4,0,2021-07-15 20:22:58,2021-07-15 20:22:58
580,6,1,2021-07-15 20:23:48,2021-07-15 20:23:48
581,4,1,2021-07-15 20:23:55,2021-07-15 20:23:55
582,1,9.21,2021-07-15 20:27:02,2021-07-15 20:27:02
583,2,1.15,2021-07-15 20:28:01,2021-07-15 20:28:01
584,3,2,2021-07-15 20:29:23,2021-07-15 20:29:23
585,1,10.01,2021-07-15 20:32:19,2021-07-15 20:32:19
586,2,0.91,2021-07-15 20:33:04,2021-07-15 20:33:04
587,5,0,2021-07-15 20:34:17,2021-07-15 20:34:17
588,3,0,2021-07-15 20:34:48,2021-07-15 20:34:48
589,2,0.75,2021-07-15 20:35:28,2021-07-15 20:35:28
590,1,6.43,2021-07-15 20:40:19,2021-07-15 20:40:19
591,4,1,2021-07-15 20:47:15,2021-07-15 20:47:15
592,2,0.7,2021-07-15 20:47:28,2021-07-15 20:47:28
593,1,5.38,2021-07-15 20:48:26,2021-07-15 20:48:26
594,2,1.17,2021-07-15 20:48:54,2021-07-15 20:48:54
595,4,0,2021-07-15 20:49:14,2021-07-15 20:49:14
596,1,5.11,2021-07-15 20:55:18,2021-07-15 20:55:18
597,6,1,2021-07-15 20:57:45,2021-07-15 20:57:45
598,5,1,2021-07-15 20:59:26,2021-07-15 20:59:26
599,1,5.94,2021-07-15 21:00:18,2021-07-15 21:00:18
600,3,1,2021-07-15 21:01:00,2021-07-15 21:01:00
601,5,1,2021-07-15 21:01:24,2021-07-15 21:01:24
602,4,1,2021-07-15 21:03:57,2021-07-15 21:03:57
603,4,1,2021-07-15 21:05:51,2021-07-15 21:05:51
604,3,2,2021-07-15 21:06:30,2021-07-15 21:06:30
605,3,1,2021-07-15 21:07:18,2021-07-15 21:07:18
606,4,0,2021-07-15 21:07:39,2021-07-15 21:07:39
607,6,0,2021-07-15 21:09:35,2021-07-15 21:09:35
608,3,1,2021-07-15 21:11:01,2021-07-15 21:11:01
609,2,0.94,2021-07-15 21:11:19,2021-07-15 21:11:19
610,5,0,2021-07-15 21:13:06,2021-07-15 21:13:06
611,4,1,2021-07-15 21:13:26,2021-07-15 21:13:26
612,3,0,2021-07-15 21:14:50,2021-07-15 21:14:50
613,1,6.26,2021-07-15 21:15:31,2021-07-15 21:15:31
614,2,1.13,2021-07-15 21:16:24,2021-07-15 21:16:24
615,1,9.35,2021-07-15 21:19:04,2021-07-15 21:19:04
616,6,0,2021-07-15 21:21:14,2021-07-15 21:21:14
617,4,1,2021-07-15 21:24:15,2021-07-15 21:24:15
618,3,0,2021-07-15 21:26:21,2021-07-15 21:26:21
619,1,4.84,2021-07-15 21:29:51,2021-07-15 21:29:51
620,6,0,2021-07-15 21:33:37,2021-07-15 21:33:37
621,4,0,2021-07-15 21:35:00,2021-07-15 21:35:00
622,5,0,2021-07-15 21:35:44,2021-07-15 21:35:44
623,4,0,2021-07-15 21:39:05,2021-07-15 21:39:05
624,3,0,2021-07-15 21:39:26,2021-07-15 21:39:26
625,3,2,2021-07-15 21:39:45,2021-07-15 21:39:45
626,5,0,2021-07-15 21:41:40,2021-07-15 21:41:40
627,4,0,2021-07-15 21:42:01,2021-07-15 21:42:01
628,6,1,2021-07-15 21:42:43,2021-07-15 21:42:43
629,3,1,2021-07-15 21:43:54,2021-07-15 21:43:54
630,2,0.93,2021-07-15 21:44:57,2021-07-15 21:44:57
631,5,0,2021-07-15 21:45:32,2021-07-15 21:45:32
632,3,2,2021-07-15 21:46:07,2021-07-15 21:46:07
633,1,9.72,2021-07-15 21:47:14,2021-07-15 21:47:14
634,6,1,2021-07-15 21:47:21,2021-07-15 21:47:21
635,6,0,2021-07-15 21:49:20,2021-07-15 21:49:20
636,1,11.17,2021-07-15 21:49:48,2021-07-15 21:49:48
637,4,0,2021-07-15 21:53:11,2021-07-15 21:53:11
638,4,0,2021-07-15 21:53:15,2021-07-15 21:53:15
639,2,1.5,2021-07-15 21:54:32,2021-07-15 21:54:32
640,4,0,2021-07-15 21:58:57,2021-07-15 21:58:57
641,4,1,2021-07-15 21:59:17,2021-07-15 21:59:17
642,5,1,2021-07-15 22:00:07,2021-07-15 22:00:07
643,4,0,2021-07-15 22:01:06,2021-07-15 22:01:06
644,5,0,2021-07-15 22:02:01,2021-07-15 22:02:01
645,6,0,2021-07-15 22:04:50,2021-07-15 22:04:50
646,4,0,2021-07-15 22:14:01,2021-07-15 22:14:01
647,5,1,2021-07-15 22:14:47,2021-07-15 22:14:47
648,3,2,2021-07-15 22:17:26,2021-07-15 22:17:26
649,4,0,2021-07-15 22:18:33,2021-07-15 22:18:33
650,2,0.76,2021-07-15 22:19:01,2021-07-15 22:19:01
651,4,1,2021-07-15 22:25:11,2021-07-15 22:25:11
652,3,2,2021-07-15 22:27:29,2021-07-15 22:27:29
653,1,5.63,2021-07-15 22:28:27,2021-07-15 22:28:27
654,2,1.43,2021-07-15 22:32:56,2021-07-15 22:32:56
655,3,2,2021-07-15 22:34:03,2021-07-15 22:34:03
656,2,0.86,2021-07-15 22:34:29,2021-07-15 22:34:29
657,5,1,2021-07-15 22:35:54,2021-07-15 22:35:54
658,6,1,2021-07-15 22:35:57,2021-07-15 22:35:57
659,3,1,2021-07-15 22:37:54,2021-07-15 22:37:54
660,5,0,2021-07-15 22:40:49,2021-07-15 22:40:49
661,3,0,2021-07-15 22:44:00,2021-07-15 22:44:00
662,6,1,2021-07-15 22:53:09,2021-07-15 22:53:09
663,5,0,2021-07-15 22:54:43,2021-07-15 22:54:43
664,1,0.72,2021-07-15 23:00:14,2021-07-15 23:00:14
665,3,1,2021-07-15 23:00:52,2021-07-15 23:00:52
666,6,0,2021-07-15 23:04:55,2021-07-15 23:04:55
667,5,1,2021-07-15 23:08:00,2021-07-15 23:08:00
668,5,0,2021-07-15 23:08:02,2021-07-15 23:08:02
669,2,0.69,2021-07-15 23:19:46,2021-07-15 23:19:46
670,4,0,2021-07-15 23:22:37,2021-07-15 23:22:37
671,6,0,2021-07-15 23:23:02,2021-07-15 23:23:02
672,4,1,2021-07-15 23:24:00,2021-07-15 23:24:00
673,3,1,2021-07-15 23:24:12,2021-07-15 23:24:12
674,2,0.83,2021-07-15 23:24:50,2021-07-15 23:24:50
675,5,0,2021-07-15 23:25:27,2021-07-15 23:25:27
676,1,3.86,2021-07-15 23:27:41,2021-07-15 23:27:41
677,4,0,2021-07-15 23:28:27,2021-07-15 23:28:27
678,5,1,2021-07-15 23:34:30,2021-07-15 23:34:30
679,6,0,2021-07-15 23:37:08,2021-07-15 23:37:08
680,2,0.99,2021-07-15 23:40:58,2021-07-15 23:40:58
681,3,1,2021-07-15 23:41:46,2021-07-15 23:41:46
682,2,0.98,2021-07-15 23:42:01,2021-07-15 23:42:01
683,5,0,2021-07-15 23:42:55,2021-07-15 23:42:55
684,2,0.9,2021-07-15 23:45:03,2021-07-15 23:45:03
685,2,1.83,2021-07-15 23:47:54,2021-07-15 23:47:54
686,1,10.63,2021-07-15 23:48:03,2021-07-15 23:48:03
687,4,0,2021-07-15 23:48:44,2021-07-15 23:48:44
688,4,1,2021-07-15 23:49:50,2021-07-15 23:49:50
689,2,0.66,2021-07-15 23:50:20,2021-07-15 23:50:20
690,2,0.84,2021-07-15 23:50:50,2021-07-15 23:50:50
691,3,2,2021-07-15 23:51:15,2021-07-15 23:51:15
692,4,0,2021-07-15 23:51:50,2021-07-15 23:51:50
693,5,0,2021-07-15 23:52:12,2021-07-15 23:52:12
694,3,2,2021-07-15 23:55:16,2021-07-15 23:55:16
695,1,6.09,2021-07-15 23:55:19,2021-07-15 23:55:19
696,6,1,2021-07-15 23:57:50,2021-07-15 23:57:50
697,6,1,2021-07-16 00:01:10,2021-07-16 00:01:10
698,6,1,2021-07-16 00:01:28,2021-07-16 00:01:28
699,4,0,2021-07-16 00:02:59,2021-07-16 00:02:59
700,1,5.02,2021-07-16 00:04:28,2021-07-16 00:04:28
701,4,1,2021-07-16 00:06:26,2021-07-16 00:06:26
702,5,0,2021-07-16 00:10:39,2021-07-16 00:10:39
703,4,0,2021-07-16 00:12:13,2021-07-16 00:12:13
704,4,0,2021-07-16 00:17:34,2021-07-16 00:17:34
705,4,0,2021-07-16 00:18:16,2021-07-16 00:18:16
706,5,0,2021-07-16 00:18:38,2021-07-16 00:18:38
707,1,5.16,2021-07-16 00:18:46,2021-07-16 00:18:46
708,1,6.33,2021-07-16 00:19:02,2021-07-16 00:19:02
709,1,6.47,2021-07-16 00:21:58,2021-07-16 00:21:58
710,1,7.24,2021-07-16 00:27:06,2021-07-16 00:27:06
711,3,1,2021-07-16 00:28:05,2021-07-16 00:28:05
712,1,5.90,2021-07-16 00:29:26,2021-07-16 00:29:26
713,3,1,2021-07-16 00:33:35,2021-07-16 00:33:35
714,3,1,2021-07-16 00:35:03,2021-07-16 00:35:03
715,5,1,2021-07-16 00:39:12,2021-07-16 00:39:12
716,4,0,2021-07-16 00:39:33,2021-07-16 00:39:33
717,5,1,2021-07-16 00:39:42,2021-07-16 00:39:42
718,3,0,2021-07-16 00:42:01,2021-07-16 00:42:01
719,4,0,2021-07-16 00:42:11,2021-07-16 00:42:11
720,3,2,2021-07-16 00:42:41,2021-07-16 00:42:41
721,5,1,2021-07-16 00:43:31,2021-07-16 00:43:31
722,1,12.47,2021-07-16 00:44:57,2021-07-16 00:44:57
723,3,0,2021-07-16 00:47:24,2021-07-16 00:47:24
724,4,1,2021-07-16 00:49:44,2021-07-16 00:49:44
725,6,1,2021-07-16 00:55:23,2021-07-16 00:55:23
726,1,0.31,2021-07-16 00:56:47,2021-07-16 00:56:47
727,2,1.05,2021-07-16 00:57:29,2021-07-16 00:57:29
728,2,0.95,2021-07-16 00:58:23,2021-07-16 00:58:23
729,5,1,2021-07-16 00:59:07,2021-07-16 00:59:07
730,2,1.21,2021-07-16 00:59:16,2021-07-16 00:59:16
731,5,0,2021-07-16 01:05:10,2021-07-16 01:05:10
732,1,11.86,2021-07-16 01:06:11,2021-07-16 01:06:11
733,2,1.15,2021-07-16 01:06:13,2021-07-16 01:06:13
734,5,0,2021-07-16 01:07:44,2021-07-16 01:07:44
735,3,0,2021-07-16 01:09:11,2021-07-16 01:09:11
736,4,0,2021-07-16 01:15:49,2021-07-16 01:15:49
737,2,1,2021-07-16 01:22:24,2021-07-16 01:22:24
738,5,0,2021-07-16 01:23:14,2021-07-16 01:23:14
739,1,1.20,2021-07-16 01:24:42,2021-07-16 01:24:42
740,3,1,2021-07-16 01:26:38,2021-07-16 01:26:38
741,6,0,2021-07-16 01:27:39,2021-07-16 01:27:39
742,1,11.92,2021-07-16 01:28:04,2021-07-16 01:28:04
743,6,1,2021-07-16 01:30:00,2021-07-16 01:30:00
744,2,0.83,2021-07-16 01:30:42,2021-07-16 01:30:42
745,6,1,2021-07-16 01:31:08,2021-07-16 01:31:08
746,2,0.01,2021-07-16 01:34:44,2021-07-16 01:34:44
747,1,1.76,2021-07-16 01:36:21,2021-07-16 01:36:21
748,2,1.54,2021-07-16 01:36:31,2021-07-16 01:36:31
749,3,0,2021-07-16 01:36:50,2021-07-16 01:36:50
750,2,0.84,2021-07-16 01:38:51,2021-07-16 01:38:51
751,6,0,2021-07-16 01:39:22,2021-07-16 01:39:22
752,4,0,2021-07-16 01:40:14,2021-07-16 01:40:14
753,4,1,2021-07-16 01:40:55,2021-07-16 01:40:55
754,3,1,2021-07-16 01:41:42,2021-07-16 01:41:42
755,5,1,2021-07-16 01:46:42,2021-07-16 01:46:42
756,1,9.14,2021-07-16 01:48:26,2021-07-16 01:48:26
757,5,1,2021-07-16 01:51:33,2021-07-16 01:51:33
758,4,1,2021-07-16 01:51:58,2021-07-16 01:51:58
759,4,0,2021-07-16 01:52:18,2021-07-16 01:52:18
760,4,0,2021-07-16 01:58:19,2021-07-16 01:58:19
761,4,0,2021-07-16 01:58:34,2021-07-16 01:58:34
762,6,0,2021-07-16 01:59:22,2021-07-16 01:59:22
763,6,0,2021-07-16 01:59:59,2021-07-16 01:59:59
764,1,7.59,2021-07-16 02:03:09,2021-07-16 02:03:09
765,3,0,2021-07-16 02:04:10,2021-07-16 02:04:10
766,6,0,2021-07-16 02:05:06,2021-07-16 02:05:06
767,1,8.93,2021-07-16 02:06:37,2021-07-16 02:06:37
768,2,0.85,2021-07-16 02:07:16,2021-07-16 02:07:16
769,3,0,2021-07-16 02:08:26,2021-07-16 02:08:26
770,2,1.05,2021-07-16 02:10:37,2021-07-16 02:10:37
771,1,12.63,2021-07-16 02:11:49,2021-07-16 02:11:49
772,1,3.70,2021-07-16 02:15:11,2021-07-16 02:15:11
773,2,1.13,2021-07-16 02:18:05,2021-07-16 02:18:05
774,2,1.47,2021-07-16 02:20:45,2021-07-16 02:20:45
775,1,5.40,2021-07-16 02:21:00,2021-07-16 02:21:00
776,6,0,2021-07-16 02:21:45,2021-07-16 02:21:45
777,3,2,2021-07-16 02:22:29,2021-07-16 02:22:29
778,2,1.13,2021-07-16 02:22:38,2021-07-16 02:22:38
779,4,0,2021-07-16 02:25:35,2021-07-16 02:25:35
780,6,1,2021-07-16 02:28:50,2021-07-16 02:28:50
781,2,1,2021-07-16 02:29:14,2021-07-16 02:29:14
782,4,1,2021-07-16 02:30:00,2021-07-16 02:30:00
783,3,1,2021-07-16 02:30:05,2021-07-16 02:30:05
784,5,1,2021-07-16 02:30:32,2021-07-16 02:30:32
785,1,2.54,2021-07-16 02:30:39,2021-07-16 02:30:39
786,6,1,2021-07-16 02:32:48,2021-07-16 02:32:48
787,3,1,2021-07-16 02:33:19,2021-07-16 02:33:19
788,1,2.60,2021-07-16 02:33:58,2021-07-16 02:33:58
789,5,1,2021-07-16 02:34:15,2021-07-16 02:34:15
790,2,1.02,2021-07-16 02:35:19,2021-07-16 02:35:19
791,1,2.25,2021-07-16 02:35:48,2021-07-16 02:35:48
792,2,1.43,2021-07-16 02:36:02,2021-07-16 02:36:02
793,5,0,2021-07-16 02:37:21,2021-07-16 02:37:21
794,4,1,2021-07-16 02:41:09,2021-07-16 02:41:09
795,6,0,2021-07-16 02:41:47,2021-07-16 02:41:47
796,6,0,2021-07-16 02:41:55,2021-07-16 02:41:55
797,6,0,2021-07-16 02:42:05,2021-07-16 02:42:05
798,5,1,2021-07-16 02:42:39,2021-07-16 02:42:39
799,4,0,2021-07-16 02:44:59,2021-07-16 02:44:59
800,2,0.89,2021-07-16 02:45:55,2021-07-16 02:45:55
801,2,1.17,2021-07-16 02:46:08,2021-07-16 02:46:08
802,6,1,2021-07-16 02:46:26,2021-07-16 02:46:26
803,5,1,2021-07-16 02:46:38,2021-07-16 02:46:38
804,1,5.20,2021-07-16 02:46:46,2021-07-16 02:46:46
805,6,1,2021-07-16 02:47:37,2021-07-16 02:47:37
806,4,0,2021-07-16 02:50:15,2021-07-16 02:50:15
807,3,1,2021-07-16 02:51:37,2021-07-16 02:51:37
808,4,0,2021-07-16 02:51:47,2021-07-16 02:51:47
809,2,1.14,2021-07-16 02:53:58,2021-07-16 02:53:58
810,3,1,2021-07-16 02:54:28,2021-07-16 02:54:28
811,2,1.1,2021-07-16 02:56:17,2021-07-16 02:56:17
812,2,0.84,2021-07-16 02:56:32,2021-07-16 02:56:32
813,1,6.38,2021-07-16 02:56:54,2021-07-16 02:56:54
814,2,1.15,2021-07-16 03:01:09,2021-07-16 03:01:09
815,5,1,2021-07-16 03:02:06,2021-07-16 03:02:06
816,5,1,2021-07-16 03:02:32,2021-07-16 03:02:32
817,4,1,2021-07-16 03:02:35,2021-07-16 03:02:35
818,6,1,2021-07-16 03:04:43,2021-07-16 03:04:43
819,6,1,2021-07-16 03:07:47,2021-07-16 03:07:47
820,5,1,2021-07-16 03:07:54,2021-07-16 03:07:54
821,5,1,2021-07-16 03:15:09,2021-07-16 03:15:09
822,5,0,2021-07-16 03:16:13,2021-07-16 03:16:13
823,2,1.23,2021-07-16 03:16:56,2021-07-16 03:16:56
824,5,0,2021-07-16 03:18:25,2021-07-16 03:18:25
825,3,1,2021-07-16 03:22:53,2021-07-16 03:22:53
826,2,1.08,2021-07-16 03:23:04,2021-07-16 03:23:04
827,6,0,2021-07-16 03:26:52,2021-07-16 03:26:52
828,5,0,2021-07-16 03:28:18,2021-07-16 03:28:18
829,4,1,2021-07-16 03:29:02,2021-07-16 03:29:02
830,6,0,2021-07-16 03:29:21,2021-07-16 03:29:21
831,2,0.96,2021-07-16 03:32:30,2021-07-16 03:32:30
832,4,1,2021-07-16 03:34:02,2021-07-16 03:34:02
833,5,0,2021-07-16 03:37:05,2021-07-16 03:37:05
834,3,1,2021-07-16 03:37:55,2021-07-16 03:37:55
835,4,1,2021-07-16 03:38:50,2021-07-16 03:38:50
836,2,0.72,2021-07-16 03:39:06,2021-07-16 03:39:06
837,6,0,2021-07-16 03:40:34,2021-07-16 03:40:34
838,4,1,2021-07-16 03:41:12,2021-07-16 03:41:12
839,5,0,2021-07-16 03:42:14,2021-07-16 03:42:14
840,3,2,2021-07-16 03:43:06,2021-07-16 03:43:06
841,4,0,2021-07-16 03:43:07,2021-07-16 03:43:07
842,3,1,2021-07-16 03:44:33,2021-07-16 03:44:33
843,4,1,2021-07-16 03:47:41,2021-07-16 03:47:41
844,5,0,2021-07-16 03:53:38,2021-07-16 03:53:38
845,4,0,2021-07-16 03:54:25,2021-07-16 03:54:25
846,6,1,2021-07-16 04:00:29,2021-07-16 04:00:29
847,1,8.28,2021-07-16 04:08:52,2021-07-16 04:08:52
848,1,10.89,2021-07-16 04:10:26,2021-07-16 04:10:26
849,1,0.80,2021-07-16 04:10:44,2021-07-16 04:10:44
850,4,0,2021-07-16 04:14:18,2021-07-16 04:14:18
851,1,5.44,2021-07-16 04:14:47,2021-07-16 04:14:47
852,3,0,2021-07-16 04:15:46,2021-07-16 04:15:46
853,3,2,2021-07-16 04:19:48,2021-07-16 04:19:48
854,3,2,2021-07-16 04:20:28,2021-07-16 04:20:28
